Source,Target
ಮಲ್ಲೇಶನು,ಮಲ್ಲೇಶೆ
ಸೊಂಟಕ್ಕೆ,ಕುಣಿತೊಡು
ಧರಿಸುತ್ತಾರೆ,ಇಪ್ಪುವೆರ್
ರಾತ್ರಿಯ,ಅರಿ
ಸಂಚಾರ,ಬಾರ್
ಮುಗಿಯುವಾಗ,ದುಡ್ಡು
ಹಿಂದಿನವರಿಗೆ,ದುಂಬುದಕ್ಲೆಗ್
ಕುಟುಂಬದ,ಕುಟುಂಬದ
ಒಳಗಿನ,ಉಲಾಯಿದ
ಜಗಳ,ಲಡಾಯಿ
ಗೇಂಟಿಕಟ್ಟುವುದು,ಗೆರೆ
ಮಳೆಗಾಲ,ಮರಿಯಾಲ
ಸುಡಲಿಕ್ಕೆ,ಪೊತ್ತವರ
ಸರಿಯಾದಂತಹ,ಸರಿಯಾಯಿನ
ಈಗಿನಂತೆ,ಇತ್ತೆದಲೆಕ
ಟರ್ಪಾಲು,ಟಾರ್ಪಲ್
ಕಂಬವನ್ನು,ಕಂಬೊನು
ಗಟ್ಟಿಯಾಗಿ,ಗಟ್ಟಿಯಾದ್
ತಮಗೆ,ಮಾನಿ
ಹಲಸು,ಪೆಲಕಾಯಿ
ಗೇರು,ಗೋಂಕು
ಹುಣಸೆಹುಲಿ,ಪುನ್ಕೆಪುಲಿ
ಬೇವಿನೆಲೆ,ಬೇವೊರ್ಸೊಪ್ಪುಅರ್ತಿ
ಅರ್ತಿ,ಅಂಬಡೆದ
ಅಂಬಡೆಯ,ಮರ
ಇಡು,ದೀಲ
ಹಾಡನ್ನು,ಪದ
ಆದರ್ಶನು,ಆದರ್ಶೆ
ಚಟ,ಚಟ
ಬೇಡ,ಬೊಡ್ಚಿ
ಎಷ್ಟೂ,ಎತೋ
ಹೇಳಿದರೂ,ಪನ್ನುಂಡಲಾ
ಕೇಳುವುದಿಲ್ಲ,ಕೇಣಯೆರು
ಮನೆಯಲ್ಲಿದ್ದರೆ,ಇಲ್ಲಡಿತ್ತೆರ್ಡ
ಎಲ್ಲಿಯೊ,ಒಲಾ
ಮೂಲೆಯಲ್ಲಿ,ಮೂಡೆಡ್
ಕೂತು,ಕುಲ್ದು
ಅಗಿಯುತ್ತಿರುತ್ತಾರೆ,ಅಗ್ಯೊಂದಿಪ್ಪುವೆರ್
ನೆಪ,ನೆಪ
ತಪ್ಪಿಸಿ,ತಪ್ಪಾದು
ಕಾಟಕ್ಕೆ,ಕಾಟಗ್
ಇಡುವವರು,ದೀಪುನಕ್ಲ್
ಕಳೆದಾಗ,ಕರೀನಗ
ಇಡುವುದು,ದೀಪಿನಿ
ಪ್ರಥಮ,ಸುರುತ್ತ
ವರ್ಷದ,ವರ್ಷದ
ಪಿಯುಸಿ,ಪಿಯುಸಿ
ವಿದ್ಯಾರ್ಥಿಗಳ,ಜೋಕ್ಲೆನ
ಪರೀಕ್ಷೆಗಳನ್ನು,ಪರೀಕ್ಷೆಲೆನ್
ರದ್ದು,ರದ್ದು
ವಿದ್ಯಾರ್ಥಿಗಳನ್ನು,ದ್
ತರಗತಿಗೆ,ದುಂಬುದ
ತೇರ್ಗಡೆ,ತರಗತಿಗ್
ತೆಗೆದುಕೊಳ್ಳಲಾಗಿದೆ,ನಿರ್ಧಾರ
ಸುರೇಶ್,ಪಂದ್
ಕುಮಾರ್,ಸುರೇಶ್
ದೋಣಿಯಲ್ಲಿ,ಓಡೊಡ್
ಮೀನು,ಮೀನ್
ಹಿಡಿಯುತ್ತಾರೆ,ಪತ್ತುವೆರ್
ಬಡಿಸಲಿಕ್ಕೆ,ಬಲಸರೆಗ್
ಸೊತ್ತುಗಳನ್ನು,ಸೊತ್ತುಲ್
ಬಡಿಸುವುದು,ಬಲಸುನ್
ಮಳೆಯಲ್ಲಿ,ಬರ್ಸೊಗು
ವಿಚಾರವನ್ನು,ಇಚಾರನ್
ಹೇಳಿದರು,ಪಂಡೆರ್
ಕಾನದ,ಕಾನದ
ಪೂಜಾರಿಯ,ಪೂಜಾರಿನ
ಶೇಂದಿಯ,ಕಲಿತ್ತ
ಪಾತ್ರೆಯಲ್ಲಿ,ಕುಜಿಲಿಡು
ಓಕುಲಿ,ಒಕುಲಿ
ಚಂಚಲವಂತೆ,ಚಂಚಲಗೆ
ರಾಮಚಂದ್ರನು,ರಾಮಚಂದ್ರೆ
ಯತ್ರೊ,ಯತ್ರೊ
ನಾರ್ಯಂಚೊ,ನಾರ್ಯಂಚೊ
ಪೂಜ್ಯಂತೆ,ಪೂಜ್ಯಂತೆ
ತತ್ರ,ತತ್ರ
ದೇವತಃ,ದೇವತಃ
ಚಾಕರಿ,ಚಾಕಿರಿ
ಬೇರೆಯೆ,ಬೇತೆನೆ
ಮಾಡಿದವ,ಮಲ್ತಿನಯೆ
ಸಂಬಂಧದ,ಸಂಬಂಧದ
ಗಡ್ಡ,ಗಡ್ಡ
ಮೀಸೆ,ಮೀಸೆ
ಕುದಲು,ಕುಜಲ್
ಬೋಲಿಸಿ,ಗಿಸದ್
ಸ್ನಾನಮಾಡಿ,ಮೀದ್
ಉಡುತ್ತಾರೆ,ತುತ್ತುವೆರ್
ಮೂಲ್ಕಿ,ಮೂಲ್ಕಿ
ಬ್ಲಾಕ್,ಬ್ಲಾಕ್
ಸಸಿಹಿತ್ಲು,ಸಸಿಹಿತ್ಲು
ಅಗ್ಗಿದಕಳಿಯ,ಅಗ್ಗಿದಕಳಿಯ
ಬ್ರಹ್ಮಶ್ರೀ,ಬ್ರಹ್ಮಶ್ರೀ
ನಾರಾಯಣಗುರು,ನಾರಾಯಣಗುರು
ಸಮಿತಿಯ,ಸಮಿತಿದ
ಸಹಭಾಗಿತ್ವದಲ್ಲಿ,ಒಟ್ಟು
ಆರಂಭಗೊಂಡ,ಶನಿವಾರ
ಆಂಬುಲೆನ್ಸ್,ಆಯಿನ
ಸೇವೆಯನ್ನು,ಉಚಿತ
ಮಾಜಿ,ಆಂಬ್ಯುಲೆನ್ಸ್
ಅಭಯಚಂದ್ರ,ಸಚಿವ
ಜೈನ್,ಕೆ.ಅಭಯಚಂದ್ರ
ಮದರಂಗಿಯ,ಮದರೆಂಗಿದ
ಎಲೆಯನ್ನು,ತಪ್ಪುನು
ಕೊಯ್ದು,ಕೊಯಿದು
ಹಟ್ಟಿಯ,ಕೊಟ್ಯದ
ಬಾಗಿಲೂ,ಬಾಕಿಲುಲಾ
ಅದರದ್ದೇ,ಅಯಿತವೆ
ಇದ್ದದ್ದನ್ನು,ಇತ್ತಿನೆನ್
ಹರಡದಂತೆ,ಪರಡನ್ದಿ
ರೂಪಿಸಿದ,ಸರ್ಕಾರ
ಸೂಚನೆಗಳನ್ನು,ರೂಪಿಸಾದಿನ
ದಂಡಾಧಿಕಾರಿಗಳ,ಆದೇಶನ್
ಆದೇಶವನ್ನು,ಪಾಲನೆ
ಪಾಲನೆ,ಮಲ್ಪಂದೆ
ಮಾಡದೆ,ಉಲ್ಲಂಘನೆ
ಕಸಬಾ,"ಗ್ರಾಮದ,"
"ಗ್ರಾಮದ,",ಪುತ್ತೂರು
ಕ್ಯೂಬಿ,ಬೊಕ್ಕ
ಫಿಟ್,ಫ್ಯಾಷನ್‌
ಫ್ಯಾಷನ್,ಕುಂಟುದ
ಅಂಗಡಿಯ,ಮಾಲಕೆರ್ನ
ಮಾಲಕರ,ಮಿತ್ತ್
7,ತಾರೀಖ್
ನೇ,ಗ್
ತಾರೀಕಿನಂದು,ಕಾಂಡೆ
ಬಾಗಿಲು,ದೆತ್ದ್
ಗ್ರಾಹಕರಿಗೆ,ಕುಂಟು
ಮಾರಾಟ,ಮಲ್ತಿನ
ಸುಟ್ಟು,ಪೊತ್ತುದ್
ಬೂದಿಯಾಗುತ್ತದೆ,ಬೊಣ್ಯ
ಅರಮನೆ,ಕಾರ್ಲದ
ಆರಿಸುತ್ತಿದ್ದಾನೆ,ಅಜತೊಂದುಲ್ಲೆ
ತೆರೆಸಲಿಕ್ಕಾಗಿ,ದೆಪ್ಕರೆಗಾದ್‌
ಮಾಡಿದನು?,ಮಲ್ಪೆ
ತುಳುನಾಡಿಗೆ,ತುಳುನಾಡುಗ್
ರೈಲು,ಮಜ್ಜಿದ
ಐದರಲ್ಲಿ,ಐನೆಟ್
ಶುದ್ದ,ಶುದ್ದ
ಪೂವೆಯಂದು,ಪುಣ್ಣಮೆ
ಶುರುವಾಗುತ್ತದೆ,ಮೀನಮಾಸದ
ಛತ್ರದಲ್ಲಿ,ಛತ್ರೊಡ್
ಎನ್ನುವುದನ್ನು,ಪನ್ಪಿನೆನ್
ಮುಗಿಸುತ್ತಾರೆ,ಮುಗಿಪುವೆರ್
ಕುಟುಂಬದವರು,ಕುಟುಂಬದಕ್ಲ್
ಇಷ್ಟು,ಯೆತ್
ನಿಂತಿರುತ್ತಾರೆ,ಉಂತುದಿಪ್ಪುವೆರ
ಗ್ರಾಮದವರು,ಗ್ರಾಮೊದಕ್ಲ್
ಕುಂಬಳಕಾಯಿ,ಕುಂಬುಡದ
ತುಂಡುನ್ನು,ತುಂಡುನ್
ಸಂಜೆ,ಬಯ್ಯಗು
ಬಂದರೆ,ಬತ್ತುಂಡ
ತಿನ್ನಲಿಕ್ಕೆ,ತಿನೆರ
ಇಂತಹದ್ದೇ,ಇಂಚಿನವೆ
ಇದ್ದದ್ದು,ಇತ್ತಿನ
ಹಣ್ಣನ್ನು,ಪಂರ್ದ್
ಮೊದ,ಸುರು
ಅಪಾರವಾದ,ಕಾಣಿಕೆಲೆನ್
ಕಾಣಿಕೆಗಳನ್ನು,ಗಾಡಿಡ್
ಗಾಡಿಯಲ್ಲೇ,ದಿಂಜವೊಂದು
ಹೇರಿಕೊಂಡು,ಬರೊಂದುಲ್ಲೆಂದ್
ಪರಿಚಯಸ್ತರು,ಪರಿಚಯಸ್ತೆರು
ಆಪರಿಚಿತರು,ಆಪರಿಚಯಸ್ತೆರು
ಬಂಧುಗಳು,ಬಂಧುಳು
ತನಿಯ,ತನಿಯೆ
ಸಂಪೂರ್ಣ,ಸಂಪೂರ್ಣ
ಮೆರೆಯುತ್ತಿರುವ,ಮೆರೆಪಾವೊಂದು
ಏಕ,ಏಕ
ಅತಿಮಾನುಷ,ಅತಿಮಾನುಷ
ವೇಗವಾಗಿ,ಬೀಸ
ನೆಲವನ್ನು,ನೆಲನ್
ತಾಯಿಯೆಂದು,ಅಪ್ಪೆಂದ್
ಕರೆದಿದ್ದಾರೆ,ಲೆಯಿದೆರ್
ಕೃಷಿ,ದ
ಸಾಗುವಳಿಯನ್ನು,ಬೆನ್ನಿ
ಮಾನಕ್ಕೆ,ಋತು
ಸರಿಯಾಗಿ,ಮಾನೊಗು
ವಿಂಗಡನೆ,ಸರಿಯಾದ್
ಮಾಡಿದ್ದಾರೆ,ವಿಂಗಡನೆ
ಬಡಿಸಿದ,ಬಲಸಿದಿನ
ಎಲೆಗೆ,ಇರೆಕೆ
ಹೆಣ್ಣಿಗೆ,ಪೊಣ್ಣಗ್
ಸುಮತಿಯಕ್ಕನ,ಅರೆ
ನಂಜು,ಬಾರೀ
ಮಾತಿಗೆ,ಪಾತೆರೊಗು
ತಕ್ಕಂತೆ,ತಕ್ಕ
ಅಲ್ಲಾಡುವ,ಪಂದುನ
ಕೈಕಾಲು,ಕೈಕಾರ್
ವಿಠ್ಠಲನು,ವಿಠ್ಠಲೆ
ಕೇರೆಯ,ಕೇರಿದ
ಬಾಲದಲ್ಲಿ,ಬೀಲೊಡ್‌
ಕೊಡಪಾನವನ್ನು,ಕೂಡಪಾನ
ಇಳಿಸಿದಳು.,ಜಪ್ಪುಡಾಯಲ್‌
ಅದರಲ್ಲೆ,ಅಯಿಟೆ
ಒಳ್ಳೆಯರೀತಿ,ಎಡ್ದೆಡ್
ಹೋಗುತ್ತಿತ್ತು,ಪೊವೊಂದಿತ್ತುಂಡ್
ಸುಳ್ಳು,ಸುಳ್ಳು
ನುಡಿಯುತ್ತಿದ್ದಾನೆ,ಪನೊಂದುಲ್ಲೆ
ದಿಲ್ಲಿಯಲ್ಲಿ,ದಿಲ್ಲಿಡ್
ಗೃಹ,ಗೃಹ
ಅಮಿತ್,ಅಮಿತ್
ಶಾ,ಶಾ
ಜೆ.ಪಿ.ನಡ್ಡಾರವರನ್ನು,ಜೆ.ಪಿ.ನಡ್ಡಾ
ಭೇಟಿಯಾಗಿ,ಮೆರೆನ್
ನಾಯಕತ್ವದ,ರಾಜ್ಯ
ವಿಚಾರವಾಗಿ,ನಾಯಕತ್ವದ
ಚರ್ಚಿಸಿದರು.,ವಿಚಾರವಾದ್
ಎತ್ತಿನ,ಬೋರಿದ
ಎತ್ತುಗಳನ್ನು,ಬೋರ್ಲೆನ್
ಸಾಕುವುದೂ,ಸಾಂಕುನಲ
ಬಹುಶಃ,ಬಹುಶ
ಗಾಯಕ್ಕೆ,ಗಾಯೊಗು
ಇರಬೇಕು,ಉಪ್ಪೊಡು
ಕಾಣಿಸುತ್ತದೆ,ಎನ್ನ್ಯುಂಡು
ಆರ್ಯನು,ಆರ್ಯೆ
ಇತ್ತಂತೆ,ಇತ್ತುನಿಗೆ
ಜಿಲ್ಲಾಧಿಕಾರಿ,ಜಿಲ್ಲಾಧಿಕಾರಿ
ಡಾ.,ಡಾ.ಕೆ.ವಿ
ಕೆ.ವಿ.,ರಾಜೇಂದ್ರ
ರಾಜೇಂದ್ರ,ಆದೇಶ
ನೀಡಿದ್ದಾರೆ,.
ಬಿಡಿಸುತ್ತಿದ್ದಾನೆ,ಬುಡ್ಪವೊಂದುಲ್ಲೆ
ರಾಮಣ್ಣನೂ,ರಾಮಣ್ಣೇಲ
ರಮೇಶನೂ,ರಮೇಶೆಲ
ಗಾಡಿಯಲ್ಲಿ,ಗಾಡೀಡ್
ಹೋಗುತ್ತಿದ್ದಾರೆ,ಪೋವೊಂದುಲ್ಲೆರ್
ಚಂದ್ರನು,ಚಂದ್ರೆ
ಚೇಷ್ಟೆಮಾಡುತ್ತಾನೆ,ಚೇಷ್ಟೆ
ಚೆನ್ನೆಮನೆ,ಚೆನ್ನೆಮನೆ
ಆಡುವಾಗ,ಗೊಬ್ಬುನಗ
ತಂಗಿ,ಮೆಗ್ದಿ
ಅಕ್ಕಂದಿರು,ಪಲಿಯರ್ಲು
ಆಡಲಿಕ್ಕೆ,ಗೊಬ್ಬೆರೆ
ನಂಬಿಕೆಗಳು,ನಂಬೊಲಿಗೆ
ತಾಯಿಯಿಂದ,ಅಪ್ಪೆರ್ದ್
ಪಾಠ,ಪಾಠ
ಕಲಿತ,ಕಲ್ತಿನ
ಮಾಣಿಕ್ಯ,ಮಾಣಿಕ್ಯ
ಮೆರೆಯುತ್ತಾನೆ,ಮೆರೆಪೆ
ರಮ್ಯಳಿಗೆ,ರಮ್ಯಗ್
ಹದಿನೆಂಟು,ಪದಿನೆನ್ಮ
ನಿಬಂಧವನ್ನು,ನಿಬಂಧೊನು
ಬರೆಯುವುದಿಲ್ಲ,ಬರೆಪುಜೆ
ತಿಳಿದವರು,ತೆರಿದಿನಕುಲ್
ಇವರಿಗೆ,ಇಂಚ
ಭತ್ತ,ಇಲ್ಲ್ಀದ
ಆಶ್ಚರ್ಯವೇ,ಅಚೊದ್ಯನೆ
ಸೇರಿದ,ಸೇರಿ
ಜನಗಳಲ್ಲಿ,ಜನಕುಲೆಡ
ಜ್ಯೋತಿಷ್ಯದಲ್ಲಿ,ಬಲ್ಮೆಡು
ಬಿಡುವುದು,ಬುಡ್ಪಿನಿ
ಎನ್ನುವುದಾದರೆ,ಪನ್ನುಣ್ಡ
ಗಾಯ,ಗಾಯ
ಮಾಡಿಕೊಂಡರೆ,ಮಲ್ತೊಂಡ
ದೈವಾರಾಧನೆಯಲ್ಲಿ,ದೈವಾರಾಧನೆಡು
ಅನಿಷ್ಠ,ಅನಿಷ್ಟ
ಕಾರ್ಯಗಳನ್ನು,ಕಾರ್ಯಲೆನ್
ನಿಲ್ಲಿಸಬೇಕು,ಉಂತವೊಡು
ಬಬ್ಬುಸ್ವಾಮಿಯನ್ನು,ಬಬ್ಬುಸ್ವಾಮಿನ್
ಧರಿಸಿಕೊಂಡಿದ್ದ,ಸುಸೊಂದಿನ
ಅರವತ್ತು,ಅಜಿಪ
ಮೊಳ,ಮೊಳ
ಪಟ್ಟೆಸೀರೆಯಲ್ಲಿ,ಪಟ್ಟೆಸೀರೆಡ್
ಮೂವತ್ತು,ಮುಪ್ಪ
ಸೀರೆಯನ್ನು,ಸೀರೆನ್
ಬಾವಿಗೆ,ಗೂವೆಲುಗ್
ಇಳಿಸಿ,ಜಪುಡಾದ್
ಬರಿಸಿದಿರಿ,ಬರ್ಪಾಯರ್
ಹೇಗೂ,ಎಂಚಲ
ಮಂಗ,ಮಂಗೆ
ನರ್ತಿಸುತ್ತಿದ್ದಾನೆ,ನಲಿತೊಂದುಲ್ಲೆ
ಪ್ರೀತಿಪರನಾಗಿದ್ದಾನೆ,ಪ್ರೀತಿಪರನಾತೆ
ಕೊಂದದ್ದಂತೆ,ಕೆರ್ನಿಗೆ
ಹೆತ್ತಿದ್ದಂತೆ,ಪೆದ್ದಿನಿಗೆ
ಸಚ್ಚಿದಾನಂದ,ಸಚ್ಚಿದಾನಂದ
(ಜಿಲ್ಲಾ,(ಜಿಲ್ಲಾ
ಸಂಯೋಜಕರು,ಸಂಯೋಜಕೆರ್
ಕರ್ನಾಟಕ),ಕರ್ನಾಟಕ)
ಮೊ.ಸಂ:7259003406.,ಮೊ.ಸಂ:
ಹಿರಿಯ,ಮಲ್ಲ
ಮದುವೆಯಾಗಿ,ಮದಿಮೆ
ಪಟ್ಟಕ್ಕೇರಿದನು.,ಆದ್‌
ಕರ್ನಾಟಕ,ಕರ್ನಾಟಕ
ಮುಸ್ಲಿಂ,ಮುಸ್ಲಿಂ
ಜಮಾಅತ್,ಜಮಾಅತ್
ಅಧೀನದಲ್ಲಿ,ಅಧೀನಡ್
ರಾಜ್ಯದಲ್ಲಿ,ರಾಜ್ಯಡ್
ಮಾಡಲಿಕ್ಕಿರುವ,ಮಲ್ಪರೆ
‘ಸಹಾಯ್’,ಉಪ್ಪುನ
ತುರ್ತು,‘ಸಹಾಯ್’
ತಂಡಕ್ಕೆ,ಸೇವಾ
ಗಮನಿಸುತ್ತಿದ್ದಾನೆ,ಗಮನಿಸೊಂದುಲ್ಲೆ
ತುಲಾಮಾಸದ,ಬೊಂತೆಲುದ
ಹಬ್ಬ,ಪರ್ಬ
ದೀಪಾವಳಿ,ದೀಪೊಲಿ
ಗಂಡನ,ಕಂಡನೆ
ಕಳಿಸಿ,ಕಡಪುರ್ದ್
ನಡೆಯುತ್ತದೆ,ನಡಪುಂಡ್
ರಮ್ಯ,ರಮ್ಯ
ಬಿದ್ದಳು,ದ್
ಕೈಗೆ,ಕೈಕ್
ಸಿಗುತ್ತ,ತಿಕೊಂದು
ಇರಲಿಲ್ಲವಂತೆ,ಇಜ್ಜಂಡುಗೆ
ಅಖಿಲನು,ಅಖಿಲೆ
ಸುಬ್ರಾಯ,ತಾಪತ್ರಯ
ಬ್ರಾಹ್ಮಣರಲ್ಲಿ,ತಪ್ಪೆರೆ
ಹೊರಡಲಿಕ್ಕೆ,ಪಿದಡಿಯೆರೆ
ಅಣ್ಣಂದಿರಿಗೆ,ಪಲಯೆಲ್ಲಗ್
ಸುಮ್ಮನಿರುವುದು,ಮನಿಪಂದಿನ
ಹೆಣ್ಣುಗಳನ್ನು,ಪೊಣ್ಣುಲೆನ್
ಬಾರದಹಾಗೆ,ಬರಂದಿಲೆಕ
ಮಾಡಿದವಳನ್ನು,ಮಲ್ತಿನಲೆಗ್
ಹಿರಿ,ಹಿರಿ
ಹೊಡೆಯುತ್ತಾರೆ,ಹಾಕುವೆರ್
ಅಹಂಭಾವ,ಅಹಂಭಾವ
ಸಭ್ಯತೆ,ಸಭ್ಯತೆ
ಮಾಡದು,ಮಲ್ಪಂದು
ಬೇಸರ,ಬೇಜರ್
ಪೊರಿಶೇಂದಿ,ಪೊರಿಕಲಿ
ಬಡಿಸಿದವಳೆ,ಬಲಸಿದಿನಾಲೆ
ಈಗೇಕೋ,ಇತ್ತೆ
ಮನಸಿನ,ದಾಯೆಗೋ
ಬೇಸರವೇ,ಬೆಂತರ್
ಅಡ್ಡಾಡುತ್ತಿದೆ,ನಲಿತೊಂದಿತ್ತುಂಡ್
ಸೋದರತ್ವದ,ಸೋದರತ್ವದ
ಅರಿಕೆ,ಅರಿಕೆ
ತಾಯಿಯಲ್ಲಿ,ರಾಜಕುಮಾರಿ
ರಾಜಕುಮಾರಿ,ಸೂ
ಕೆಲವೆರು,ಕೆಲವೆರ್
ತಿಳಿಯದವರು,ತೆರಿಯಂದಿನಕ್ಲ್
ಅಪಾರ್ಥ,ಅಪಾರ್ಥ
ಎನಿಸಿಕೊಳ್ಳುತ್ತಾರೆ,ಯೆನ್ನಿವೆರ್
ಎಲ್ಲಿ,ವೋಲು
ಪಂಜುರ್ಲಿ,ಪಂಜುರ್ಲಿ
ತಪ್ಪಿದ್ದರೆ,ತಪ್ಪಿತ್ತ್ಂಡ
ಕ್ಷಮೆಯಿರಲಿಯೆಂದು,ಮಾಪಿಪ್ಪಡ್ಂದ್
ಅಡುಗೆಯವರು,ಅಟಿಲುದಕ್ಲ್
ಅಡುಗೆಯ,ಅಟಿಲುದ
ಸುರು,ಸುರು
ಜೈನರಸರನ್ನು,ಜುಮಾದಿ
ಗ್ರಾಮದವರನ್ನು,ದೈವೊ
ನಂಬುವಂತೆ,ತನ್ನ
ಮಾಡಿದವು,ಕಾರಣಿಕನ್
ಕಾರನ್ನು,ಕಾರ್
ಹೊಡೆಯುವ,ಹಾಕುನ
ಇಲ್ಲವೆಂದೇ,ಇಜ್ಜೆರುಂದೆ
ಹೇಳಬಹುದು,ಪನೊಲಿ
ತೇಜಪಾಲನೆ,ತೇಜಪಾಲನೆ
ಉಂಟಾ,ಉಂಡಾ
ಪ್ರಮಾಣವನ್ನು,ಪಿರಿಮಾಣನ್
ಬಿಡಬೇಕು,ಬುಡೊಡ್
ರಾಮಣ್ಣನಿಂದಲೂ,ಬಲಿಮೆ
ಚಂದದ,ಪೊರ್ಲುದ
ತೆಗೆದುಕೊಂಡಿದ್ದ,ದೆತೊಂದಿತ್ತೆ
ಸತ್ಯಕ್ಕೆ,ಸತ್ಯೋಗು
ಸತ್ಯದೇವತೆಯಾಗಿ,ಸತ್ಯದೇವತೆಯಾದ್
ರೀತಿ,ರೀತಿ
ಪ್ರಕೃತಿಯೂ,ಪ್ರಕೃತಿಲಾ
ಆಗಿತ್ತು,ಆದಿತ್ತುಂಡು
ನುಗ್ಗೆ,ನುರ್ಗೆ
ಸೊಪ್ಪು,ಸೊಪ್ಪು
ಮೊಟ್ಟೆ,ತೆತ್ತಿ
ಕೋಳಿಯ,ಕೊರಿಯ
ಮೀನನ್ನಾ,ಮೀನಾ
ನಟನಾಗಿದ್ದಾನೆ,ನಟೆಯಾತೆ
ಮುಲ್ಕಿ,ಮುಲ್ಕಿ
ಪಾರ್ಕಿನಲ್ಲಿ,ಪಾರ್ಕ್
ಸುದ್ದಿಗೋಷ್ಠಿಯಲ್ಲಿ,ಗುರುವಾರ
ಸಂಘದ,ನಡತಿನ
ನಾಗರಾಜ್,ಸಂಘದ
ಕೊಲೆಕಾಡಿ,ಅಧ್ಯಕ್ಷೆರ್
ಅದಕ್ಕೂ,ಅಯಿಕುಲಾ
ತಲೆಯಲ್ಲಿ,ತರೆಟ್ಟ್
ಜುಟ್ಟು,ಜುಟ್ಟು
ವಿಲೋಕನು,ವಿಲೋಕೆ
ತುಳುವರಲ್ಲಿ,ಇಂಚಿನ
ಬೇಟೆಗೆ,ವೊಂಜಿ
ಹೋಗುತ್ತಿದ್ದ,ನಂಬಿಕೆ
ಬಾಳೆ,ಬಾರೆದ
ಗಿಡವಿದೆ,ದೈ
ಸೋಂಕಿತರ,ಸೋಂಕಿತೆರ್ನ
ಮೃತದೇಹದ,ಮೃತದೇಹದ
ಆಪ್ತ,ಆಪ್ತ
ಸಂಬಂಧಿಕರು,ಸಂಬಂಧಿಕೆರ್ಲಾ
ಬರಲಾಗದ,ಆವಂದಿನ
ಸಂದರ್ಭದಲ್ಲಿ,ಪೊರ್ತುಡು
ಮೃತರ,ಮೃತರ
ಅಂತ್ಯ,ಅಂತ್ಯ
ಸಂಸ್ಕಾರವನ್ನು,ಸಂಸ್ಕಾರನ್
ಹಿಂದೂ,ಹಿಂದೂ
ಸಂಪ್ರದಾಯದ,ಸಂಪ್ರದಾಯದ
ಮೂಲಕ,ಮುಖೇನ
ಟೀಂ-ಬಿ,ಟೀಂ-
ಹ್ಯೂಮನ್,ಬಿ
ಟೀಂ,ಬೊಕ್ಕ
ಐವೈಸಿ,ಟೀಂ
ಯೂತ್,ಐವೈಸಿ
ತಂಡದ,ಯೂತ್
ಮಾನವೀಯತೆ,ಕೂಟ
ತೋರಿಸಿದ್ದಾರೆ.,ಮಾನವೀಯತೆ
ದಿಲೀಪನು,ದಿಲೀಪೆ
ದೇಶ,ದೇಸೊ
ಭಾರತೀಯರು,ಭಾರತದಕುಲು
ವಿಶಾಲ,ಮಲ್ಲ
ಮನಸ್ಸುಳ್ಳವರು,ಮನಸ್ಸ್
ಮರದಲ್ಲಿ,ಮರೊಟು
ಪಾರಿವಾಳದ,ಪಾರಿವಳೊದ
ಗೂಡು,ಗೂಡು
ಬುದ್ಧಿಗೆ,ಬುದ್ಧಿಗು
ಕಾಣಿಸಿದ,ತೋಜಿನ
ಸರ್ವ,ಸರ್ವ
ದೀಪಾವಳಿಯ,ದೀಪೊಲಿದ
ಶುಭಾಶಯ,ಯೆಡ್ಡೆಪು
ವಾದ-ಮಾಡುತ್ತಾನೆ,ವಾದ-ಮಲ್ಪುವೆ
ಬಳ್ಳಿ,ಬೂರು
ಪಶು,ಪಶು
ಎಕ್ಸ್‍ಪರ್ಟ್,ಎಕ್ಸ್​ಪರ್ಟ್
ಕಾಲೇಜಿನ,ಕಾಲೇಜ್ದ
ದ್ವಿತೀಯ,ದ್ವಿತೀಯ
ಪಿಯುಸಿಯ,ಪಿಯುಸಿದ
30,30
ವಿದ್ಯಾಸಂಸ್ಥೆಯಲ್ಲಿ,ವಿದ್ಯಾಸಂಸ್ಥೆಡ್
ಇರಿಸಿಕೊಂಡಿದ್ದರು.,ದೀದಿತ್ತೆರ್
ಪೆÇೀಷಕರು,","
ಹೋಗಲೆಂದು,ಲೆತೊಂದು
ದೂರದ,ಪೋಯೆರೆ
ಊರುಗಳಿಂದ,ಪಂದ್
ಬಂದಿದ್ದರು.,ದೂರದ
ಸ್ಥಿತಿ,ಸ್ಥಿತಿ
ಎದುರಾದರೆ,ದುಂಬು
ಉಳ್ಳಾಲ,ಬತ್ತುಂಡ
ಆಸ್ಪತ್ರೆಯಾಗಿ,ತಾಲೂಕು
ಮೇಲ್ದರ್ಜೆಗೆ,ಆಸ್ಪತ್ರೆ
50,ಆರೋಗ್ಯ
ಅಕ್ಸಿಜನ್,ಕೇಂದ್ರಡ್
ಬೆಡ್‍ಗಳನ್ನು,50
ಸ್ಥಿತಿಗಾಗಿ,ಬೆಡ್‌ಲೆನ್
ತಯಾರು,ತುರ್ತು
ಘಟ,ಘಟ
ವಾದ್ಯಗಳೂ,ವಾದ್ಯಲಾ
ಘನವಾದ್ಯದ,ಘನವಾದ್ಯದ
ಒಳಗೆಯೇ,ಉಲಯಿಡೆ
ಭೂತಾರಾಧನೆ,ಭೂತಾರಾಧನೆ
ಕೊಟ್ಟಿದೆ,ಕೊರ್ತ್ಂಡ್
ಬದಿಗೆ,ಬರಿಕ್
ಇಡುವಂತೆ,ದೀಪಿಲೆಕ
