en,Kn
ವಿಮಲನು ತುಂಬಾ ಸುಂದರವಾಗಿದ್ದಾನೆ,vimal is very beautiful
ಹಿಂದೆ ಮದರಂಗಿಯ ಮರದ ಎಲೆಯನ್ನು ಕೊಯ್ದು,"In the past, the leaves of the madarangi tree were harvested"
ಹಟ್ಟಿಯ ಬಾಗಿಲೂ ಅದರದ್ದೇ ಇದ್ದದ್ದನ್ನು ನೋಡಬಹುದು,One can see that the door of the hut was also its own
"ಕೋವಿಡ್ ಸೋಂಕು ಹರಡದಂತೆ ಸರಕಾರ ರೂಪಿಸಿದ ಸೂಚನೆಗಳನ್ನು ಹಾಗೂ ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲಾ ದಂಡಾಧಿಕಾರಿಗಳ ಆದೇಶವನ್ನು ಪಾಲನೆ ಮಾಡದೆ ಉಲ್ಲಂಘನೆ ಮಾಡಿದ ವಿಟ್ಲ ಕಸಬಾ ಗ್ರಾಮದ, ಪುತ್ತೂರು ಮಾರ್ಗದಲ್ಲಿ ಇರುವ ಕ್ಯೂಬಿ ಮತ್ತು ಫಿಟ್ ಫ್ಯಾಷನ್ ಬಟ್ಟೆ ಅಂಗಡಿಯ ಮಾಲಕರ ಮೇಲೆ ಮೇ 7 ನೇ ತಾರೀಕಿನಂದು ಬೆಳಿಗ್ಗೆ 7 ಗಂಟೆಗೆ ಬಾಗಿಲು ತೆರೆದು ಗ್ರಾಹಕರಿಗೆ ಬಟ್ಟೆ ಮಾರಾಟ ಮಾಡಿದ ಬಗ್ಗೆ ವಿಟ್ಲ ಠಾಣೆಯಲ್ಲಿ ರವಿವಾರ ಪ್ರಕರಣ ದಾಖಲಾಗಿದೆ.","A case was registered at Vitla police station on Sunday against the owner of a QB and fit fashion clothing store located on Puttur Marg, Vitla Kasba village, for violating the instructions framed by the government to prevent the spread of Covid infection and the Dakshina Kannada district magistrate's order by opening the door at 7 am on May 7 and selling clothes to customers."
ಸುಟ್ಟು ಬೂದಿಯಾಗುತ್ತದೆ ಕಾರ್ಕಳದ ಅರಮನೆ,The palace of Karkala is burnt to ashes.
ಅಧೀಶನು ಆರಿಸುತ್ತಿದ್ದಾನೆ,The administrator is selecting
ಬಾಗಿಲು ತೆರೆಸಲಿಕ್ಕಾಗಿ ರಾಕ್ಷಸ ಏನು ಮಾಡಿದನು?,What did the demon do to open the door?
ಮಣಿಕಂಠನು ತುಂಬಾ ಬಡವನಾಗಿದ್ದನು,Manikanta was very poor
ದರ್ಶನನು ಸಮರ್ಪಿಸುತ್ತಿದ್ದಾನೆ,Darshan is Dedicating
ತುಳುನಾಡಿಗೆ ಬಂದ ಮೊದಲ ರೈಲು ಬಸ್ಸು,The first train bus to come to Tulunadu
ಮಲ್ಲೇಶನು ಚಿಂತಿಸುವುದಿಲ್ಲ,Mallesh doesn't care
ಮಾಡಬೇಕೆಂದು ಬಹಳ ಆಸೆ,a lot of desire to do
ಐದರಲ್ಲಿ ಶುದ್ದ ಕಾರ್ಯ ಎಲ್ಲಾ ಆಗುತ್ತದೆ,"In five, the clean work is all done."
ಅಂದರೆ ಪೂವೆಯಂದು ಶುರುವಾಗುತ್ತದೆ,"That is, it begins in the morning."
ಛತ್ರದಲ್ಲಿ ಸೀಮಂತ ಮಾಡಿ ಸೀಮಂತ ಎನ್ನುವುದನ್ನು ಮುಗಿಸುತ್ತಾರೆ,Seemanta is finished by making Seemanta in the umbrella.
ನಂತರ ನಮ್ಮ ಕುಟುಂಬದವರು ಇಷ್ಟು ಜನ ನಿಂತಿರುತ್ತಾರೆ ಅವರಿಗೆ ಎಲ್ಲ ಗ್ರಾಮದವರು ಕುಂಬಳಕಾಯಿ ತುಂಡುನ್ನು ಕೊಡುತ್ತಾರೆ,Then our family stands so many people that all the villagers give them a piece of pumpkin.
ಸಂಜೆ ಶಾಲೆಯಿಂದ ಬಂದರೆ ಹಿಂದಿನ ಮಕ್ಕಳಿಗೆ ತಿನ್ನಲಿಕ್ಕೆ ಇಂತಹದ್ದೇ ಇದ್ದದ್ದು,This is how the children used to eat when they came from school in the evening.
ಅಜಿತನು ಹಣ್ಣನ್ನು ತೆಗೆದುಕೊಳ್ಳುತ್ತಾನೆ,Ajit takes the fruit
ಗಿರೀಶನು ಸುಂದರವಾಗಿ ಕಾಣಿಸುತ್ತಿದ್ದಾನೆ,girish is looking beautiful
ಮೊದ ಮೊದಲು ಕಾರ್ಕಳದ ಭೈರವ ಅರಸ ಕೊಡುವ ಅಪಾರವಾದ ಕಾಣಿಕೆಗಳನ್ನು ಗಾಡಿಯಲ್ಲೇ ಹೇರಿಕೊಂಡು ಬರುತ್ತಾನೆ,"First, Bhairava of Karkala carries the huge gifts of the king in the cart."
ಬಂದ ಪರಿಚಯಸ್ತರು ಆಪರಿಚಿತರು ಬಂಧುಗಳು,Relatives and acquaintances
ಚಿಕ್ಕ ಹೋಗಿ ದೊಡ್ಡ ಜನ ಆದ ತನಿಯ,The small and the big people
ತುಳುವರ ಮೇಲೆ ಸಂಪೂರ್ಣ ಅಧಿಕಾರ ಮೆರೆಯುತ್ತಿರುವ ಇರುವ ಏಕ ಮಾತ್ರ ಅತಿಮಾನುಷ ಶಕ್ತಿ ಬ್ರಹ್ಮರು,Brahma is the only superhuman power that has absolute power over Tulu.
ಅರ್ಪಿತನು ವೇಗವಾಗಿ ಹೋಗುತ್ತಾನೆ,Arpit goes fast
ನೆಲವನ್ನು ಭೂಮಿ ತಾಯಿಯೆಂದು ಕರೆದಿದ್ದಾರೆ,The land is called Mother Earth.
ತುಳುನಾಡಿನ ಕೃಷಿ ಸಾಗುವಳಿಯನ್ನು ಋತು ಮಾನಕ್ಕೆ ಸರಿಯಾಗಿ ವಿಂಗಡನೆ ಮಾಡಿದ್ದಾರೆ,Agricultural cultivation in Tulunadu is classified according to the season.
ಇದು ಆಗಿ ಬಡಿಸಿದ ಎಲೆಗೆ ಹೆಣ್ಣಿಗೆ ಊಟ ಬಡಿಸುತ್ತಾರೆ,The woman is served a meal with a leaf that has been served.
ಸುಮತಿಯಕ್ಕನ ಮೇಲೆ ನಂಜು,Snake on Sumathikkas
ಮಾತಿಗೆ ತಕ್ಕಂತೆ ಅಲ್ಲಾಡುವ ಕೈಕಾಲು,A hand that moves according to the word
ಗಿರೀಶನು ದೇವಿಯ ಆರಾಧನೆಯನ್ನು ಮಾಡುತ್ತಾನೆ,Girish worships the goddess
ವಿಠ್ಠಲನು ಆ ಕಂಪನಿಯನ್ನು ತನ್ನ ವಶಕ್ಕೆ ಪಡೆದುಕೊಳ್ಳುತ್ತಾನೆ,Vithoba takes over the company
ನಂಜುಂಡನು ಅಬ್ಬರಿಸುತ್ತಿದ್ದಾನೆ,Nanjund is roaring
ಕೇರೆಯ ಬಾಲದಲ್ಲಿ ಹಿಡಿದು ಕೊಡಪಾನವನ್ನು ನೀರಿಗೆ ಇಳಿಸಿದಳು.,She held onto the banana's tail and lowered the bottle into the water.
ಹಾಗಾಗಿ ಅವರ ಜೀವನ ಅದರಲ್ಲೆ ಒಳ್ಳೆಯರೀತಿ ಹೋಗುತ್ತಿತ್ತು,So his life was going well there.
ಸುಜಯನು ಸುಳ್ಳು ನುಡಿಯುತ್ತಿದ್ದಾನೆ,Sujaya is lying
ದಿಲ್ಲಿಯಲ್ಲಿ ಗೃಹ ಸಚಿವ ಅಮಿತ್ ಶಾ ಮತ್ತು ಪಕ್ಷದ ಅಧ್ಯಕ್ಷರಾದ ಜೆ.ಪಿ.ನಡ್ಡಾರವರನ್ನು ಭೇಟಿಯಾಗಿ ರಾಜ್ಯ ನಾಯಕತ್ವದ ವಿಚಾರವಾಗಿ ಚರ್ಚಿಸಿದರು.,"In Delhi, he met Home Minister Amit Shah and party president J.P. Nadda to discuss the state leadership."
ಅರ್ಜುನನು ಹೊಸಬಟ್ಟೆಯನ್ನು ತೊಟ್ಟಿದ್ದಾನೆ,Arjuna is wearing a new shirt.
ಎತ್ತಿನ ಗಾಡಿಯ ಎತ್ತುಗಳನ್ನು ಸಾಕುವುದೂ,Raising bullock carts
ಬಹುಶಃ ಗಾಯಕ್ಕೆ ಇರಬೇಕು ಎಂದು ಕಾಣಿಸುತ್ತದೆ,Maybe it looks like there must be an injury.
ಆರ್ಯನು ಶಿವನನ್ನು ಆರಾಧಿಸುತ್ತಾನೆ,Arya worships Shiva
ಸುಧನ್ವನು  ಹುಡುಕುತ್ತಿದ್ದಾನೆ,Sudhanva is looking for
ದೈವಗಳ ಚಾವಡಿಯಲ್ಲಿ ಒಂದು ಮೂಲೆಯಲ್ಲಿ ಮೇಲೆ ಇತ್ತಂತೆ,As if on top of a corner in the tabernacle of the gods
ಜಿಲ್ಲಾಧಿಕಾರಿ ಡಾ. ಕೆ.ವಿ. ರಾಜೇಂದ್ರ ಆದೇಶ ನೀಡಿದ್ದಾರೆ,The order was issued by Deputy Commissioner Dr. K.V.Rajendra.
ಅಜಿತನು ಬಿಡಿಸುತ್ತಿದ್ದಾನೆ,Ajit is leaving
ಸುಧನ್ವನು ಮಾತನ್ನು ಜಾರಿಸುತ್ತಿದ್ದಾನೆ,Sudhanva is executing the word
ಮನೋಹರನು  ಹೋಗುತ್ತಾನೆ,Manohara goes
ರಾಮಣ್ಣನೂ ರಮೇಶನೂ ಗಾಡಿಯಲ್ಲಿ ಹೋಗುತ್ತಿದ್ದಾರೆ,Ramanna and Ramesh are going by car
ಚಂದ್ರನು ಪ್ರಾಣಿಗಳನ್ನು ಪ್ರೀತಿಸುತ್ತಾನೆ,The moon loves animals.
ಆಯುಷನು ಚೇಷ್ಟೆಮಾಡುತ್ತಾನೆ,Aayush makes a fuss
ಶ್ಯಾಮನು ನೂಕುತ್ತಿದ್ದಾನೆ,Shyam is bouncing
ಚೆನ್ನೆಮನೆ ಆಡುವಾಗ ತಂಗಿ ಅಕ್ಕಂದಿರು ಆಡಲಿಕ್ಕೆ ಬಾರದು ಎಂದು ನಂಬಿಕೆಗಳು ಇದೆ,It is believed that sisters and sisters are not allowed to play while playing the game of chennai
ಅಕುಲನು ಉತ್ತಮ ಸಾರಥಿಯಾಗಿದ್ದಾನೆ,Akulu is a good captain
ತಾಯಿಯಿಂದ ಪಾಠ ಕಲಿತ ಮಾನವ ಮಾಣಿಕ್ಯ ಆಗಿ ಮೆರೆಯುತ್ತಾನೆ ಎನ್ನುವುದು ಸತ್ಯ,It is true that a human being who learns from his mother shines as a ruby.
ರಮ್ಯಳಿಗೆ ಈಗ ಹದಿನೆಂಟು,Ramya is now eighteen.
ಸತೀಶನು ಸ್ನೇಹಮಯಿಯಾಗಿದ್ದಾನೆ,satish is friendly
ಈ ನಿಬಂಧವನ್ನು ಹೆಚ್ಚು ಎಳೆದು ಬರೆಯುವುದಿಲ್ಲ,Don't overwrite this clause
ಅದ್ವಿಕನು  ವಿವಾದ-ಮಾಡುತ್ತಾನೆ,Advika makes a controversy
ಪ್ರಶಾಂತನು ಹೊರಗೆ ಹೋಗುವ ಅಗತ್ಯವಿದೆ,The serene one needs to go out
ಅದಕ್ಕೆ ಅವರಿಗೆ ಬೇಕಾದ ಮಾಹಿತಿ ಅದನ್ನು ತಿಳಿದವರು ಕೊಡಬೇಕು,Those who know it should give them the information they need.
ಇವರಿಗೆ ಅಕ್ಕಿ ಭತ್ತ ಹಣ ಹೀಗೆ ದಾನ ಕೊಡುತ್ತಾರೆ,This is how rice rice money is donated to them
ಆ ಬರ್ಕೆ ಈಗ ಇಲ್ಲ ಎಂದರೆ ಅದೊಂದು ದೊಡ್ಡ ಆಶ್ಚರ್ಯವೇ ಸರಿ,It's a big surprise that the bar is no longer there.
ಜ್ಯೋತಿಷ್ಯ ಇಟ್ಟು ಸೇರಿದ ಜನಗಳಲ್ಲಿ ಜ್ಯೋತಿಷ್ಯದಲ್ಲಿ ಬಂದ ವಿಚಾರವನ್ನು ಹೇಳಿದ,He spoke of astrology among the people who were involved in astrology.
ಅದ್ವೈತನು ಹಾಡುತ್ತಾನೆ,Advaita sings
ಜಗದೀಶನು ಹೊರಗೆ ಹೋಗಬೇಕಿದೆ,Jagdish has to go out.
ಗಡಿ ಹಾಕಿ ಬಿಡುವುದು ಎನ್ನುವುದಾದರೆ ಗಾಯ ಮಾಡಿಕೊಂಡರೆ ಅದನ್ನು ಹಾಗೆಯೇ ಬಿಡುವುದು,To leave a boundary means to leave it as it is in the event of injury.
ದರ್ಶನನು ಮಾತನ್ನು ಜಾರಿಸುತ್ತಿದ್ದಾನೆ,The Darshana is executing the word
ವಿಶ್ವಜಿತನು ಹೊರಗೆ ಹೋಗುವ ಅಗತ್ಯವಿದೆ,Vishwajeet needs to go out
ನಾರಾಯಣನು ಶಿವನನ್ನು ಆರಾಧಿಸುತ್ತಾನೆ,Narayan worships Shiva
ಮೋಹನನು  ಭಕ್ತನಾಗಿದ್ದಾನೆ,Mohan is a devotee
ಹೀಗೆಯೇ ದೈವಾರಾಧನೆಯಲ್ಲಿ ಬಂದ ಕೆಲವು ಅನಿಷ್ಠ ಕಾರ್ಯಗಳನ್ನು ಮೊದಲಾಗಿ ನಿಲ್ಲಿಸಬೇಕು,"Similarly, some of the indecent acts of godly worship should be stopped first."
ಅನೀಶನು ಆ ಕಂಪನಿಯನ್ನು ತನ್ನ ವಶಕ್ಕೆ ಪಡೆದುಕೊಳ್ಳುತ್ತಾನೆ,Anish takes over the company
ಬಬ್ಬುಸ್ವಾಮಿಯನ್ನು ತಾನು ಧರಿಸಿಕೊಂಡಿದ್ದ ಅರವತ್ತು ಮೊಳ ಪಟ್ಟೆಸೀರೆಯಲ್ಲಿ ಮೂವತ್ತು ಮೊಳ ಸೀರೆಯನ್ನು ಬಾವಿಗೆ ಇಳಿಸಿ ಮೇಲೆ ಬರಿಸಿದಿರಿ,Throw down Babuswamy into the well thirty cubits of a sari in sixty cubits of pattesiri that he was wearing and draw it on top.
ಹೇಗೂ ಮಕ್ಕಳನ್ನು ಮಂಗ ಮಾಡಿ,Make the kids monkey anyway
ಜಯರಾಜನು ನರ್ತಿಸುತ್ತಿದ್ದಾನೆ,Jayaraj is dancing
ವರುಣನು ನರ್ತಿಸುತ್ತಿದ್ದಾನೆ,Varuna is dancing
ವರುಣನು ಪ್ರೀತಿಪರನಾಗಿದ್ದಾನೆ,Varuna is loving
ವಿಜಯನು ಹೊರಗೆ ನೋಡುತ್ತಿದ್ದಾನೆ,Vijay is looking out
ಅವನನ್ನು ಕೊಂದದ್ದಂತೆ ಅವಳು ಹೆತ್ತಿದ್ದಂತೆ ಎಂದು,It was as if she had given birth to him as if he had killed her.
ಸಚ್ಚಿದಾನಂದ (ಜಿಲ್ಲಾ ಸಂಯೋಜಕರು ಆಯುಷ್ಮಾನ್ ಭಾರತ ಮತ್ತು ಆರೋಗ್ಯ ಕರ್ನಾಟಕ) ಮೊ.ಸಂ:7259003406.,Sachchidanand (District Coordinator Ayushman Bharat and Arogya Karnataka) No.7259003406.
ಅರಸನ ಹಿರಿಯ ಮಗ ಮದುವೆಯಾಗಿ ಪಟ್ಟಕ್ಕೇರಿದನು.,The eldest son of the king was married and crowned.
ಕರ್ನಾಟಕ ಮುಸ್ಲಿಂ ಜಮಾಅತ್ ಅಧೀನದಲ್ಲಿ ರಾಜ್ಯದಲ್ಲಿ ಕೆಲಸ ಮಾಡಲಿಕ್ಕಿರುವ ‘ಸಹಾಯ್’ ತುರ್ತು ಸೇವಾ ತಂಡಕ್ಕೆ ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲೆಯಲ್ಲಿ ಅಧಿಕೃತ ಚಾಲನೆ ನೀಡಿದರು.,He officially launched the'Sahay'emergency service team to work in the state under the aegis of Karnataka Muslim Jamaat in Dakshina Kannada district.
ಸುಜಯನು ಗಮನಿಸುತ್ತಿದ್ದಾನೆ,Sujaya is watching
ತುಲಾಮಾಸದ ಕೊಡಿ ಹಬ್ಬ ಎಂದರೆ ದೀಪಾವಳಿ,Diwali is the festival of lights.
ಅದರ ನಂತರ ಗಂಡನ ಮನೆಯವರು ಕಳಿಸಿ ಕೊಡುವ ಕ್ರಮ ನಡೆಯುತ್ತದೆ,This is followed by a dispatch by the husband's family.
ರಮ್ಯ ಇದನ್ನು ನೋಡಿ ಬೆಚ್ಚಿ ಬಿದ್ದಳು,Ramya was shocked to see this.
ಅಭಿನವನು ಅಬ್ಬರಿಸುತ್ತಿದ್ದಾನೆ,Abhinav is roaring
ಆದರೂ ಆ ಹಂದಿ ಕೈಗೆ ಸಿಗುತ್ತ ಇರಲಿಲ್ಲವಂತೆ,"However, the pig could not be found."
ಕಿರಣನು ಕಾಗದವನ್ನು ಹರಿಯುತ್ತಿದ್ದಾನೆ,The beam is flowing the paper
ಅಖಿಲನು ವಾಹನವನ್ನು ಚಲಾಯಿಸುತ್ತಿದ್ದಾನೆ,Akhil is driving the vehicle
ನೀಲಕಂಠನು ಬಟ್ಟೆಯನ್ನು ಹಾರಿಸುತ್ತಿದ್ದಾನೆ,Neelkanth is flaunting a cloth
ಅದ್ವಿಕನು ಹಾಡನ್ನು ಹಾಡುತ್ತಾನೆ,Advika sings the song
ಸುಬ್ರಾಯ ಬ್ರಾಹ್ಮಣರಲ್ಲಿ ಜೋತಿಷ್ಯ,Astrology among Subrahmanya Brahmins
ಸರ್ವೇಶನು ಹೊಸ ವ್ಯವಹಾರಕ್ಕೆ ಬಂಡವಾಳ,Investing in a new business
ಮನೆ ಹೊರಡಲಿಕ್ಕೆ ಆಗದ ಹೊತ್ತು,When you can't go home
ಮನೆಗೆ ಕಳಿಸಿ ಕೊಟ್ಟರು,Sent home
ಅನುಜನು ಬಿಡಿಸುತ್ತಿದ್ದಾನೆ,Anuj is leaving
ಎರಡು ಅಣ್ಣಂದಿರಿಗೆ ರಮ್ಯ ಸುಮ್ಮನಿರುವುದು,Romya's silence for two brothers
ಕುಟುಂಬದ ಹೆಣ್ಣುಗಳನ್ನು ಬಾರದಹಾಗೆ ಮಾಡಿದವಳನ್ನು ಕುಟುಂಬದ ಹಿರಿ ಹೆಂಗಸರು ನೆಲಕೈ ಹೊಡೆಯುತ್ತಾರೆ,The elder women of the family beat the one who made the daughters of the family to baradah.
ಅಹಂಭಾವ ಇಲ್ಲದ ಈ ಸಭ್ಯತೆ ಮಾಡದು ಮನಸ್ಸಿಗೆ ಏನು ನೋವು ಬೇಸರ,What is the pain of not doing this egocentrism?
ವಿಭವನು ಸಂಗೀತವನ್ನು ಆಲಿಸುತ್ತಾನೆ,Vibhava listens to music
ಅಭಿನವನು ಚೇಷ್ಟೆ-ಮಾಡುತ್ತಾನೆ,Abhinav does mischief
ಪೊರಿಶೇಂದಿ ಇದನ್ನು ಮೊದಲು ಬಡಿಸಿದವಳೆ ಕೊಡಬೇಕು,Porishendi should be given to the person who served it first.
ಆದರೆ ಈಗೇಕೋ ಮನಸಿನ ತುಂಬಾ ಬೇಸರವೇ ಅಡ್ಡಾಡುತ್ತಿದೆ,"But right now, it's very frustrating."
ವಿನಯನು ಹೊಸಬಟ್ಟೆಯನ್ನು ತೊಟ್ಟಿದ್ದಾನೆ,Vinay is wearing a new shirt
ಅವರು ಸೋದರತ್ವದ ಬಗ್ಗೆ ಅವರಿಗೆ ಅರಿಕೆ ಮಾಡಿದರು,He confided in them about the brotherhood
ರಾಕ್ಷಸನ ತಾಯಿಯಲ್ಲಿ ರಾಜಕುಮಾರಿ ಬೆಂಕಿ ಕೇಳಿದಳು.,The princess heard the fire in the demon's mother.
ಇದನ್ನು ಕೆಲವೆರು ಈಗಿನ ತಿಳಿಯದವರು ಅಪಾರ್ಥ ಎನಿಸಿಕೊಳ್ಳುತ್ತಾರೆ,This is considered by some to be a misunderstanding by those who do not know it at present.
ಎಲ್ಲಿ ಪಂಜುರ್ಲಿ ಇದೆ,where is panjurli
ವಿಮಲನು  ಉಚ್ಚಾರ-ಮಾಡುತ್ತಾನೆ,Vimala pronounces
ಅನೀಶನು ಕಂಬವನ್ನು ಗಟ್ಟಿಯಾಗಿ ಹಿಡಿದುಕೊಂಡಿದ್ದಾನೆ,Anish is holding the pillar tightly
ತಪ್ಪಿದ್ದರೆ ಕ್ಷಮೆಯಿರಲಿಯೆಂದು ಅವನಿಗೆ ತೋರಿಸಿ ತಿನ್ನುವ ಕ್ರಮ ಮಾಡಿದರು,They showed him that they would forgive him if he was wrong and made him eat.
ನಂತರ ಅಡುಗೆಯವರು ಅಡುಗೆಯ ಕೆಲಸ ಸುರು ಮಾಡುತ್ತಾರೆ,The cook then starts the cooking.
ಜೈನರಸರನ್ನು ಮತ್ತು ಗ್ರಾಮದವರನ್ನು ನಂಬುವಂತೆ ಮಾಡಿದವು,The Jains and the villagers were made to believe
ಜಗದೀಶನು ಕಾರನ್ನು ಓಡಿಸುತ್ತಾನೆ,jagdish drives the car
ಈಗ ನೆಲಕೈ ಹೊಡೆಯುವ ಜನಗಳು ತುಳುನಾಡಿನಲ್ಲಿ ಇಲ್ಲವೆಂದೇ ಹೇಳಬಹುದು,Now it can be said that the people who hit the paddy are not in Tulunadu
ದರ್ಶನನು ದಾರಿಯನ್ನು ಮರೆತಿದ್ದಾನೆ,The Darshan has forgotten the way
ಅರ್ಜುನನು ಪರೀಕ್ಷೆಯಲ್ಲಿ ಒಳ್ಳೆಯ ಅಂಕವನ್ನು ಪಡೆಯುತ್ತಾನೆ,Arjuna scores well in the exam.
ಅವರಿಗೆ ಕೊಡುವ ತೇಜಪಾಲನೆ ಏನು ಉಂಟಾ ಅದರ ಪ್ರಮಾಣವನ್ನು ಹೆಚ್ಚು ಮಾಡಿ ಬಿಡಬೇಕು,The amount of brine given to them should be increased.
ಇದರಲ್ಲಿ ಎಲ್ಲಾ ರಾಮಣ್ಣನಿಂದಲೂ,All of them are from Ramanna.
ವಿನೀತನು ಅವರ ಮಾತನ್ನು ಪ್ರತಿಭಟಿಸುತ್ತಿದ್ದಾನೆ,Vinit is protesting their words
ಅಖಿಲನು ಆ ಭೂಮಿಯ ಮಾಲೀಕನಾಗಿದ್ದಾನೆ,Akhil is the owner of the land
ಶಂಕರನು ಶಿವನನ್ನು ಆರಾಧಿಸುತ್ತಾನೆ,Shankar worships Shiva
ಚಂದದ ವಾಹನ ತೆಗೆದುಕೊಂಡಿದ್ದ,Took a nice car
ಸತ್ಯಕ್ಕೆ ಸತ್ಯದೇವತೆಯಾಗಿ,As the God of Truth
ವಿನಾಯಕನು ಮಗುವಿಗೆ ಮುತ್ತಿಡುತ್ತಿದ್ದಾನೆ,Vinayak is kissing the baby
ಶಂಕರನು ಹೊಗಳುತ್ತಿದ್ದಾನೆ,Shankara is praising
ಅದೇ ರೀತಿ ಪ್ರಕೃತಿಯೂ ಅವನಿಗೆ ಬಹಳ ಹತ್ತಿರ ಆಗಿತ್ತು,"Similarly, nature was very close to him."
